,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
208,2025-06-01 14:30:52.365,7591.0,107.0,3,0.0,True,0,car,0 days 00:00:56.208000,0 days 02:26:48.167000,3466.8716666666655
209,2025-06-01 14:30:52.645,7240.0,105.0,3,0.0,False,0,car,0 days 00:00:56.488000,0 days 02:26:48.447000,3475.038333333332
210,2025-06-01 14:30:52.925,7097.0,100.0,3,0.0,False,0,car,0 days 00:00:56.768000,0 days 02:26:48.727000,3482.81611111111
211,2025-06-01 14:30:53.245,7261.0,97.0,3,10.0,False,0,car,0 days 00:00:57.088000,0 days 02:26:49.047000,3491.438333333332
212,2025-06-01 14:30:53.565,7603.0,99.0,3,39.0,False,0,car,0 days 00:00:57.408000,0 days 02:26:49.367000,3500.2383333333323
213,2025-06-01 14:30:53.725,7743.0,101.0,3,39.0,False,0,car,0 days 00:00:57.568000,0 days 02:26:49.527000,3504.727222222221
214,2025-06-01 14:30:53.965,8270.0,104.0,3,50.0,False,0,car,0 days 00:00:57.808000,0 days 02:26:49.767000,3511.6605555555543
215,2025-06-01 14:30:54.365,8709.0,116.0,3,55.0,False,0,car,0 days 00:00:58.208000,0 days 02:26:50.167000,3524.549444444443
216,2025-06-01 14:30:54.765,9928.0,130.0,3,79.0,False,0,car,0 days 00:00:58.608000,0 days 02:26:50.567000,3538.9938888888873
217,2025-06-01 14:30:55.405,9830.0,155.0,3,100.0,False,0,car,0 days 00:00:59.248000,0 days 02:26:51.207000,3566.549444444443
218,2025-06-01 14:30:55.765,10666.0,171.0,4,100.0,False,0,car,0 days 00:00:59.608000,0 days 02:26:51.567000,3583.649444444443
219,2025-06-01 14:30:55.966,10886.0,179.0,4,100.0,False,0,car,0 days 00:00:59.809000,0 days 02:26:51.768000,3593.6436111111097
220,2025-06-01 14:30:56.246,11380.0,185.0,4,100.0,False,0,car,0 days 00:01:00.089000,0 days 02:26:52.048000,3608.032499999999
221,2025-06-01 14:30:56.446,11831.0,192.0,4,100.0,False,0,car,0 days 00:01:00.289000,0 days 02:26:52.248000,3618.699166666666
222,2025-06-01 14:30:56.686,11379.0,200.0,4,100.0,False,0,car,0 days 00:01:00.529000,0 days 02:26:52.488000,3632.0324999999993
223,2025-06-01 14:30:56.926,10244.0,206.0,5,65.0,True,0,car,0 days 00:01:00.769000,0 days 02:26:52.728000,3645.7658333333325
224,2025-06-01 14:30:57.126,10084.0,202.0,5,0.0,True,0,car,0 days 00:01:00.969000,0 days 02:26:52.928000,3656.9880555555546
225,2025-06-01 14:30:57.326,10644.0,189.0,5,0.0,True,0,car,0 days 00:01:01.169000,0 days 02:26:53.128000,3667.4880555555546
226,2025-06-01 14:30:57.606,10034.0,173.0,4,0.0,True,0,car,0 days 00:01:01.449000,0 days 02:26:53.408000,3680.9436111111104
227,2025-06-01 14:30:57.885,9079.0,157.0,4,0.0,True,0,car,0 days 00:01:01.728000,0 days 02:26:53.687000,3693.1111111111104
228,2025-06-01 14:30:58.285,8300.0,144.0,4,0.0,True,0,car,0 days 00:01:02.128000,0 days 02:26:54.087000,3709.1111111111104
229,2025-06-01 14:30:58.685,7895.0,135.0,4,0.0,True,0,car,0 days 00:01:02.528000,0 days 02:26:54.487000,3724.1111111111104
230,2025-06-01 14:30:59.085,7576.0,128.0,4,0.0,False,0,car,0 days 00:01:02.928000,0 days 02:26:54.887000,3738.3333333333326
231,2025-06-01 14:30:59.285,7353.0,125.0,4,0.0,False,0,car,0 days 00:01:03.128000,0 days 02:26:55.087000,3745.277777777777
232,2025-06-01 14:30:59.565,7175.0,121.0,4,0.0,False,0,car,0 days 00:01:03.408000,0 days 02:26:55.367000,3754.688888888888
233,2025-06-01 14:30:59.885,7246.0,118.0,4,29.0,False,0,car,0 days 00:01:03.728000,0 days 02:26:55.687000,3765.177777777777
234,2025-06-01 14:31:00.165,7506.0,120.0,4,32.0,False,0,car,0 days 00:01:04.008000,0 days 02:26:55.967000,3774.51111111111
235,2025-06-01 14:31:00.405,7672.0,122.0,4,37.0,False,0,car,0 days 00:01:04.248000,0 days 02:26:56.207000,3782.6444444444437
236,2025-06-01 14:31:00.645,7868.0,124.0,4,39.0,False,0,car,0 days 00:01:04.488000,0 days 02:26:56.447000,3790.91111111111
237,2025-06-01 14:31:01.005,8201.0,131.0,4,58.0,False,0,car,0 days 00:01:04.848000,0 days 02:26:56.807000,3804.01111111111
238,2025-06-01 14:31:01.245,8641.0,134.0,4,62.0,False,0,car,0 days 00:01:05.088000,0 days 02:26:57.047000,3812.944444444443
239,2025-06-01 14:31:01.645,9535.0,147.0,4,83.0,False,0,car,0 days 00:01:05.488000,0 days 02:26:57.447000,3829.2777777777765
240,2025-06-01 14:31:01.885,9930.0,158.0,4,97.0,False,0,car,0 days 00:01:05.728000,0 days 02:26:57.687000,3839.8111111111098
241,2025-06-01 14:31:02.205,10796.0,171.0,4,100.0,False,0,car,0 days 00:01:06.048000,0 days 02:26:58.007000,3855.01111111111
242,2025-06-01 14:31:02.646,11452.0,186.0,4,100.0,False,0,car,0 days 00:01:06.489000,0 days 02:26:58.448000,3877.7961111111103
243,2025-06-01 14:31:02.926,11829.0,190.0,4,100.0,False,0,car,0 days 00:01:06.769000,0 days 02:26:58.728000,3892.573888888888
244,2025-06-01 14:31:03.206,10712.0,203.0,5,100.0,False,0,car,0 days 00:01:07.049000,0 days 02:26:59.008000,3908.362777777777
245,2025-06-01 14:31:03.526,11311.0,206.0,5,100.0,False,0,car,0 days 00:01:07.369000,0 days 02:26:59.328000,3926.6738888888876
246,2025-06-01 14:31:03.886,11198.0,221.0,5,100.0,False,0,car,0 days 00:01:07.729000,0 days 02:26:59.688000,3948.7738888888875
247,2025-06-01 14:31:04.126,11198.0,221.0,5,100.0,False,0,car,0 days 00:01:07.969000,0 days 02:26:59.928000,3963.5072222222207
248,2025-06-01 14:31:04.286,11198.0,221.0,5,100.0,False,0,car,0 days 00:01:08.129000,0 days 02:27:00.088000,3973.3294444444437
249,2025-06-01 14:31:04.725,10945.0,233.0,6,100.0,False,0,car,0 days 00:01:08.568000,0 days 02:27:00.527000,4001.742499999999
250,2025-06-01 14:31:05.085,11150.0,246.0,6,100.0,False,0,car,0 days 00:01:08.928000,0 days 02:27:00.887000,4026.342499999999
251,2025-06-01 14:31:05.245,11197.0,248.0,6,100.0,False,0,car,0 days 00:01:09.088000,0 days 02:27:01.047000,4037.3647222222207
252,2025-06-01 14:31:05.405,11313.0,251.0,6,100.0,False,0,car,0 days 00:01:09.248000,0 days 02:27:01.207000,4048.520277777777
253,2025-06-01 14:31:05.765,11437.0,254.0,6,100.0,False,0,car,0 days 00:01:09.608000,0 days 02:27:01.567000,4073.9202777777773
254,2025-06-01 14:31:05.965,11510.0,256.0,6,100.0,False,0,car,0 days 00:01:09.808000,0 days 02:27:01.767000,4088.1425
255,2025-06-01 14:31:06.205,11609.0,258.0,6,100.0,False,0,car,0 days 00:01:10.048000,0 days 02:27:02.007000,4105.3425
256,2025-06-01 14:31:06.565,10511.0,263.0,6,100.0,False,0,car,0 days 00:01:10.408000,0 days 02:27:02.367000,4131.6425
257,2025-06-01 14:31:06.965,10635.0,269.0,7,100.0,False,0,car,0 days 00:01:10.808000,0 days 02:27:02.767000,4161.5313888888895
258,2025-06-01 14:31:07.165,10777.0,271.0,7,100.0,False,0,car,0 days 00:01:11.008000,0 days 02:27:02.967000,4176.586944444444
259,2025-06-01 14:31:07.365,10673.0,273.0,7,100.0,False,0,car,0 days 00:01:11.208000,0 days 02:27:03.167000,4191.753611111111
260,2025-06-01 14:31:07.725,10705.0,275.0,7,54.0,False,0,car,0 days 00:01:11.568000,0 days 02:27:03.527000,4219.253611111111
261,2025-06-01 14:31:07.885,10640.0,273.0,7,41.0,False,0,car,0 days 00:01:11.728000,0 days 02:27:03.687000,4231.386944444444
262,2025-06-01 14:31:08.245,10249.0,266.0,7,44.0,False,0,car,0 days 00:01:12.088000,0 days 02:27:04.047000,4257.986944444445
263,2025-06-01 14:31:08.565,10276.0,258.0,7,64.0,False,0,car,0 days 00:01:12.408000,0 days 02:27:04.367000,4280.920277777779
264,2025-06-01 14:31:09.046,10201.0,254.0,7,87.0,False,0,car,0 days 00:01:12.889000,0 days 02:27:04.848000,4314.857500000001
265,2025-06-01 14:31:09.246,10231.0,254.0,7,93.0,False,0,car,0 days 00:01:13.089000,0 days 02:27:05.048000,4328.968611111112
266,2025-06-01 14:31:09.446,10297.0,254.0,7,100.0,False,0,car,0 days 00:01:13.289000,0 days 02:27:05.248000,4343.079722222224
267,2025-06-01 14:31:09.686,10361.0,257.0,7,100.0,False,0,car,0 days 00:01:13.529000,0 days 02:27:05.488000,4360.213055555557
268,2025-06-01 14:31:10.086,10423.0,260.0,7,100.0,False,0,car,0 days 00:01:13.929000,0 days 02:27:05.888000,4389.101944444446
269,2025-06-01 14:31:10.446,10651.0,260.0,7,100.0,False,0,car,0 days 00:01:14.289000,0 days 02:27:06.248000,4415.101944444446
270,2025-06-01 14:31:10.646,10700.0,265.0,7,100.0,False,0,car,0 days 00:01:14.489000,0 days 02:27:06.448000,4429.824166666669
271,2025-06-01 14:31:10.886,10780.0,270.0,7,100.0,False,0,car,0 days 00:01:14.729000,0 days 02:27:06.688000,4447.824166666669
272,2025-06-01 14:31:11.325,10997.0,272.0,7,100.0,False,0,car,0 days 00:01:15.168000,0 days 02:27:07.127000,4480.993055555558
273,2025-06-01 14:31:11.605,11077.0,279.0,7,100.0,False,0,car,0 days 00:01:15.448000,0 days 02:27:07.407000,4502.693055555557
274,2025-06-01 14:31:11.805,11141.0,281.0,7,100.0,False,0,car,0 days 00:01:15.648000,0 days 02:27:07.607000,4518.304166666669
275,2025-06-01 14:31:12.005,11198.0,283.0,7,100.0,False,0,car,0 days 00:01:15.848000,0 days 02:27:07.807000,4534.026388888891
276,2025-06-01 14:31:12.165,11321.0,285.0,7,100.0,False,0,car,0 days 00:01:16.008000,0 days 02:27:07.967000,4546.693055555557
277,2025-06-01 14:31:12.405,11394.0,286.0,7,100.0,False,0,car,0 days 00:01:16.248000,0 days 02:27:08.207000,4565.759722222225
278,2025-06-01 14:31:12.565,11423.0,289.0,7,100.0,False,0,car,0 days 00:01:16.408000,0 days 02:27:08.367000,4578.604166666669
279,2025-06-01 14:31:12.765,11482.0,291.0,7,100.0,False,0,car,0 days 00:01:16.608000,0 days 02:27:08.567000,4594.770833333336
280,2025-06-01 14:31:13.125,11405.0,293.0,7,100.0,False,0,car,0 days 00:01:16.968000,0 days 02:27:08.927000,4624.070833333336
